text,legal_issue,bias_type,urgency,language,location,age,gender
Mujhe office me sexual harassment ho raha hai.,harassment,none,urgent,Hinglish,Chennai,47,other
Wife is denying me access to child.,child_custody,none,normal,English,Bangalore,54,other
I am being harassed at workplace by senior.,harassment,class_bias,normal,Hinglish,Kolkata,48,male
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,none,normal,Hindi,Chennai,59,female
Landlord evicted me without any legal notice.,rent_eviction,class_bias,normal,Hindi,Mumbai,40,male
Roz ghar pe violence hota hai.,domestic_violence,none,urgent,Hinglish,Kolkata,24,other
I am being harassed at workplace by senior.,harassment,class_bias,normal,English,Kolkata,49,other
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,caste_bias,normal,English,Bangalore,19,female
Promotion nahi mila kyunki main None hoon.,workplace_discrimination,none,normal,Hindi,Kolkata,60,other
Husband is beating me daily.,domestic_violence,class_bias,normal,English,Mumbai,32,female
Had to pay bribe for simple work.,bribery_corruption,class_bias,urgent,English,Delhi,19,other
Company salary nahi de rahi.,labor_rights_violation,class_bias,normal,Hindi,Delhi,34,other
Office wale badtameezi karte hain.,harassment,class_bias,normal,Hindi,Bhopal,37,female
Shopkeeper fraud kiya mere saath.,consumer_rights,caste_bias,normal,English,Kolkata,57,female
Office wale badtameezi karte hain.,harassment,gender_bias,normal,English,Mumbai,25,other
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,class_bias,distress,English,Patna,19,female
Corruption ho raha hai har jagah.,bribery_corruption,caste_bias,distress,English,Bhopal,18,female
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,gender_bias,normal,Hinglish,Patna,54,male
Product defective hai aur return nahi le rahe.,consumer_rights,class_bias,distress,English,Bangalore,49,male
Police FIR nahi likh rahi kyunki main Gender hoon.,FIR_denial,gender_bias,urgent,Hinglish,Jaipur,52,female
Police is not filing my FIR because I am None.,FIR_denial,none,normal,Hindi,Mumbai,42,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,gender_bias,urgent,Hinglish,Mumbai,39,female
Husband is beating me daily.,domestic_violence,caste_bias,urgent,Hindi,Kolkata,39,other
Shopkeeper fraud kiya mere saath.,consumer_rights,gender_bias,urgent,Hinglish,Patna,44,other
People are trolling and abusing me on social media.,cyber_bullying,caste_bias,distress,English,Hyderabad,49,female
Office wale badtameezi karte hain.,harassment,gender_bias,urgent,English,Delhi,34,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,caste_bias,distress,English,Kolkata,34,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,caste_bias,urgent,English,Mumbai,47,male
They refused to register FIR citing my None identity.,FIR_denial,none,normal,Hinglish,Kolkata,42,female
Mere sasural wale dowry maang rahe hain.,dowry,caste_bias,normal,Hindi,Jaipur,51,female
Shopkeeper fraud kiya mere saath.,consumer_rights,none,distress,Hindi,Bangalore,48,other
Online log gaali de rahe hain.,cyber_bullying,none,distress,Hinglish,Hyderabad,43,female
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,class_bias,urgent,Hindi,Bhopal,57,female
Property ka dispute chal raha hai.,property_dispute,none,normal,English,Patna,26,other
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,gender_bias,distress,English,Jaipur,59,other
Consumer complaint file karna hai.,consumer_rights,class_bias,urgent,Hindi,Chennai,43,other
They are making me work overtime without pay.,labor_rights_violation,class_bias,normal,Hinglish,Mumbai,25,male
Online log gaali de rahe hain.,cyber_bullying,gender_bias,normal,English,Bhopal,31,other
Had to pay bribe for simple work.,bribery_corruption,gender_bias,distress,Hindi,Bhopal,44,male
Mere sasural wale dowry maang rahe hain.,dowry,class_bias,distress,English,Patna,20,other
Wife is denying me access to child.,child_custody,caste_bias,normal,English,Mumbai,55,other
Husband is beating me daily.,domestic_violence,gender_bias,urgent,English,Delhi,51,other
Company salary nahi de rahi.,labor_rights_violation,class_bias,distress,Hinglish,Chennai,23,other
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,normal,English,Kolkata,25,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,class_bias,distress,English,Kolkata,34,female
Landlord evicted me without any legal notice.,rent_eviction,gender_bias,normal,English,Jaipur,57,male
Mere sasural wale dowry maang rahe hain.,dowry,caste_bias,normal,Hinglish,Chennai,20,female
People are trolling and abusing me on social media.,cyber_bullying,none,distress,Hindi,Kolkata,51,other
Padosi mera zameen kabza kar raha hai.,property_dispute,none,urgent,English,Mumbai,31,other
Corruption ho raha hai har jagah.,bribery_corruption,caste_bias,distress,English,Patna,20,male
Office wale badtameezi karte hain.,harassment,caste_bias,normal,English,Jaipur,43,female
Mujhe office me sexual harassment ho raha hai.,harassment,gender_bias,normal,Hinglish,Delhi,59,male
Consumer complaint file karna hai.,consumer_rights,none,distress,English,Chennai,45,other
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,none,normal,Hinglish,Patna,51,male
Property ka dispute chal raha hai.,property_dispute,caste_bias,distress,Hindi,Hyderabad,44,male
Mujhe office me sexual harassment ho raha hai.,harassment,none,normal,Hindi,Mumbai,47,female
They refused to register FIR citing my Caste identity.,FIR_denial,caste_bias,normal,Hindi,Mumbai,18,male
Promotion nahi mila kyunki main Gender hoon.,workplace_discrimination,gender_bias,urgent,English,Mumbai,44,female
Mujhe office me sexual harassment ho raha hai.,harassment,class_bias,normal,English,Delhi,37,other
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,none,distress,Hinglish,Lucknow,50,other
Company salary nahi de rahi.,labor_rights_violation,class_bias,normal,Hindi,Bhopal,46,female
Bacche ki custody ka case hai court me.,child_custody,gender_bias,urgent,Hindi,Hyderabad,39,male
Padosi mera zameen kabza kar raha hai.,property_dispute,gender_bias,normal,Hinglish,Delhi,45,other
People are trolling and abusing me on social media.,cyber_bullying,gender_bias,distress,English,Delhi,44,male
They are making me work overtime without pay.,labor_rights_violation,gender_bias,distress,Hindi,Patna,27,male
Office me biased treatment mil raha hai.,workplace_discrimination,caste_bias,distress,English,Chennai,26,female
Bacche ki custody ka case hai court me.,child_custody,class_bias,normal,Hinglish,Kolkata,29,male
Wife is denying me access to child.,child_custody,none,normal,English,Lucknow,57,male
Mujhe office me sexual harassment ho raha hai.,harassment,caste_bias,normal,English,Bhopal,35,male
Child custody dispute with spouse.,child_custody,class_bias,distress,English,Bangalore,20,other
Promotion nahi mila kyunki main Caste hoon.,workplace_discrimination,caste_bias,urgent,Hinglish,Bhopal,32,male
Office me biased treatment mil raha hai.,workplace_discrimination,caste_bias,normal,English,Lucknow,19,other
Mujhe office me sexual harassment ho raha hai.,harassment,class_bias,urgent,Hinglish,Lucknow,56,other
They refused to register FIR citing my Class identity.,FIR_denial,class_bias,normal,English,Mumbai,26,female
Neighbour encroaching on my land.,property_dispute,caste_bias,normal,Hindi,Bhopal,40,male
People are trolling and abusing me on social media.,cyber_bullying,none,urgent,English,Mumbai,32,male
Mere pati mujhe maarte hain roz.,domestic_violence,none,normal,Hindi,Patna,39,female
Mujhe office me sexual harassment ho raha hai.,harassment,class_bias,normal,Hinglish,Patna,50,other
Corruption ho raha hai har jagah.,bribery_corruption,gender_bias,urgent,English,Bhopal,35,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,none,urgent,Hinglish,Lucknow,44,other
They are making me work overtime without pay.,labor_rights_violation,gender_bias,urgent,Hindi,Lucknow,18,male
Bacche ki custody ka case hai court me.,child_custody,caste_bias,normal,Hinglish,Chennai,55,male
Sarkari office me bribe maang rahe hain.,bribery_corruption,class_bias,distress,Hindi,Patna,29,other
Roz ghar pe violence hota hai.,domestic_violence,gender_bias,normal,English,Mumbai,19,other
I am being harassed at workplace by senior.,harassment,gender_bias,normal,Hindi,Delhi,24,female
Mere pati mujhe maarte hain roz.,domestic_violence,caste_bias,distress,Hindi,Kolkata,32,female
Padosi mera zameen kabza kar raha hai.,property_dispute,caste_bias,normal,English,Hyderabad,51,female
Police is not filing my FIR because I am Class.,FIR_denial,class_bias,urgent,English,Delhi,30,male
Police is not filing my FIR because I am Class.,FIR_denial,class_bias,normal,Hindi,Mumbai,52,female
Consumer complaint file karna hai.,consumer_rights,caste_bias,urgent,Hindi,Hyderabad,59,other
I am being harassed at workplace by senior.,harassment,none,urgent,Hindi,Bangalore,24,male
They refused to register FIR citing my Caste identity.,FIR_denial,caste_bias,normal,Hinglish,Hyderabad,20,female
Landlord evicted me without any legal notice.,rent_eviction,class_bias,distress,Hinglish,Jaipur,33,male
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,none,urgent,Hindi,Delhi,19,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,gender_bias,urgent,Hinglish,Bangalore,49,other
Mere pati mujhe maarte hain roz.,domestic_violence,none,distress,Hinglish,Bhopal,28,other
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,gender_bias,distress,English,Bhopal,42,male
My in-laws are torturing me for dowry.,dowry,none,normal,Hindi,Bhopal,58,female
Roz ghar pe violence hota hai.,domestic_violence,none,urgent,Hinglish,Lucknow,30,female
Mujhe office me sexual harassment ho raha hai.,harassment,caste_bias,normal,English,Jaipur,35,female
They refused to register FIR citing my Class identity.,FIR_denial,class_bias,distress,English,Mumbai,40,female
Husband is beating me daily.,domestic_violence,class_bias,normal,English,Lucknow,25,female
They are making me work overtime without pay.,labor_rights_violation,caste_bias,normal,English,Lucknow,23,male
Padosi mera zameen kabza kar raha hai.,property_dispute,class_bias,distress,Hinglish,Kolkata,31,male
Office wale badtameezi karte hain.,harassment,gender_bias,urgent,Hindi,Mumbai,32,male
They refused to register FIR citing my None identity.,FIR_denial,none,urgent,Hindi,Lucknow,25,female
Had to pay bribe for simple work.,bribery_corruption,caste_bias,urgent,Hinglish,Mumbai,20,female
My in-laws are torturing me for dowry.,dowry,none,normal,Hinglish,Patna,27,other
I am being harassed at workplace by senior.,harassment,class_bias,urgent,Hinglish,Hyderabad,23,other
Mujhe office me sexual harassment ho raha hai.,harassment,class_bias,distress,Hinglish,Jaipur,37,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,caste_bias,urgent,English,Lucknow,30,female
Padosi mera zameen kabza kar raha hai.,property_dispute,class_bias,urgent,Hinglish,Bhopal,21,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,caste_bias,distress,Hinglish,Lucknow,33,male
I am being harassed at workplace by senior.,harassment,caste_bias,urgent,Hinglish,Bhopal,18,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,caste_bias,urgent,Hindi,Patna,38,male
Police is not filing my FIR because I am None.,FIR_denial,none,distress,Hindi,Jaipur,50,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,distress,Hindi,Chennai,33,female
Office wale badtameezi karte hain.,harassment,gender_bias,urgent,Hindi,Mumbai,38,other
Police FIR nahi likh rahi kyunki main Class hoon.,FIR_denial,class_bias,urgent,English,Lucknow,27,male
Company salary nahi de rahi.,labor_rights_violation,none,distress,Hinglish,Patna,28,female
Bacche ki custody ka case hai court me.,child_custody,caste_bias,urgent,Hinglish,Mumbai,25,female
Mere sasural wale dowry maang rahe hain.,dowry,class_bias,urgent,Hindi,Delhi,19,male
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,gender_bias,normal,Hindi,Delhi,28,other
Office wale badtameezi karte hain.,harassment,none,normal,English,Bhopal,27,female
Police FIR nahi likh rahi kyunki main Class hoon.,FIR_denial,class_bias,distress,Hindi,Bangalore,33,female
Company salary nahi de rahi.,labor_rights_violation,none,urgent,English,Jaipur,47,male
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,gender_bias,urgent,Hinglish,Patna,45,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,class_bias,normal,English,Mumbai,32,male
Police is not filing my FIR because I am Gender.,FIR_denial,gender_bias,normal,English,Mumbai,35,male
Promotion nahi mila kyunki main Caste hoon.,workplace_discrimination,caste_bias,urgent,Hindi,Patna,36,female
Wife is denying me access to child.,child_custody,gender_bias,normal,Hindi,Hyderabad,47,female
I am being harassed at workplace by senior.,harassment,gender_bias,distress,Hindi,Lucknow,32,other
Bacche ki custody ka case hai court me.,child_custody,none,distress,Hindi,Bhopal,58,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,none,urgent,English,Bhopal,49,male
Company salary nahi de rahi.,labor_rights_violation,gender_bias,normal,Hinglish,Mumbai,34,other
Mere sasural wale dowry maang rahe hain.,dowry,none,normal,Hindi,Mumbai,60,female
Police FIR nahi likh rahi kyunki main Caste hoon.,FIR_denial,caste_bias,distress,English,Hyderabad,24,male
Shopkeeper fraud kiya mere saath.,consumer_rights,none,normal,Hindi,Delhi,43,male
Boss discriminating against me for being Class.,workplace_discrimination,class_bias,distress,Hinglish,Hyderabad,32,other
Mujhe office me sexual harassment ho raha hai.,harassment,none,urgent,English,Kolkata,20,other
Company salary nahi de rahi.,labor_rights_violation,gender_bias,normal,Hindi,Bangalore,45,female
Company salary nahi de rahi.,labor_rights_violation,gender_bias,urgent,Hindi,Delhi,36,male
Consumer complaint file karna hai.,consumer_rights,class_bias,distress,Hindi,Chennai,33,female
Police FIR nahi likh rahi kyunki main Class hoon.,FIR_denial,class_bias,urgent,Hinglish,Lucknow,46,male
Product defective hai aur return nahi le rahe.,consumer_rights,gender_bias,distress,Hindi,Hyderabad,48,male
Property ka dispute chal raha hai.,property_dispute,none,distress,Hindi,Patna,46,male
Police is not filing my FIR because I am Gender.,FIR_denial,gender_bias,urgent,Hinglish,Bangalore,29,female
Property ka dispute chal raha hai.,property_dispute,class_bias,urgent,Hinglish,Kolkata,43,other
Mere pati mujhe maarte hain roz.,domestic_violence,class_bias,urgent,English,Bhopal,60,other
Mujhe office me sexual harassment ho raha hai.,harassment,gender_bias,urgent,English,Delhi,31,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,caste_bias,distress,Hindi,Delhi,55,other
Wife is denying me access to child.,child_custody,none,normal,English,Bhopal,42,other
Neighbour encroaching on my land.,property_dispute,none,urgent,Hindi,Patna,42,female
Boss discriminating against me for being Class.,workplace_discrimination,class_bias,urgent,English,Hyderabad,47,female
Child custody dispute with spouse.,child_custody,caste_bias,distress,Hindi,Bhopal,52,male
Wife is denying me access to child.,child_custody,gender_bias,urgent,English,Lucknow,48,female
Husband is beating me daily.,domestic_violence,none,normal,Hindi,Kolkata,26,female
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,caste_bias,distress,Hinglish,Hyderabad,35,male
My in-laws are torturing me for dowry.,dowry,class_bias,urgent,Hindi,Kolkata,55,male
Sarkari office me bribe maang rahe hain.,bribery_corruption,caste_bias,distress,English,Mumbai,38,male
